Site,training.redhat.com + Unique Visitors,training.redhat.com + Page Views,training.redhat.com + Visits,training.redhat.com + Average Page Views per Visit,training.redhat.com + Bounce Rate
training.redhat.com,57811,172931,78466,2.203897229,0.194581092
