Date,Operating System Types,Visits
15-May-16,Microsoft Windows Phone/Mobile,9
15-May-16,Nokia,6
15-May-16,Chrome OS,1
15-May-16,Symbian,1
15-May-16,Other,1
16-May-16,Microsoft Windows,1936
16-May-16,GNU/Linux,407
16-May-16,Apple Macintosh,306
16-May-16,Google Android,167
16-May-16,Apple iOS,114
16-May-16,Microsoft Windows Phone/Mobile,4
16-May-16,Chrome OS,2
16-May-16,Other,2
16-May-16,Nokia,1
16-May-16,Unspecified,1
17-May-16,Microsoft Windows,2131
17-May-16,GNU/Linux,439
17-May-16,Apple Macintosh,355
17-May-16,Google Android,161
17-May-16,Apple iOS,126
17-May-16,Microsoft Windows Phone/Mobile,6
17-May-16,Nokia,5
17-May-16,Chrome OS,2
17-May-16,UNIX,2
17-May-16,Other,1
18-May-16,Microsoft Windows,2137
18-May-16,GNU/Linux,414
18-May-16,Apple Macintosh,325
18-May-16,Google Android,164
18-May-16,Apple iOS,111
18-May-16,Nokia,6
18-May-16,Microsoft Windows Phone/Mobile,4
18-May-16,Chrome OS,3
18-May-16,Other,3
18-May-16,Symbian,1
