Date,Operating System Types,Visits
6-May-16,Microsoft Windows Phone/Mobile,38
6-May-16,Chrome OS,37
6-May-16,Nokia,18
6-May-16,Blackberry,14
6-May-16,UNIX,12
7-May-16,Microsoft Windows,5825
7-May-16,Google Android,3133
7-May-16,GNU/Linux,2376
7-May-16,Apple iOS,2057
7-May-16,Apple Macintosh,964
7-May-16,Microsoft Windows Phone/Mobile,41
7-May-16,Nokia,22
7-May-16,Chrome OS,19
7-May-16,Blackberry,13
7-May-16,Other,9
8-May-16,Microsoft Windows,7687
8-May-16,Google Android,3160
8-May-16,GNU/Linux,2589
8-May-16,Apple iOS,1259
8-May-16,Apple Macintosh,1225
8-May-16,Microsoft Windows Phone/Mobile,29
8-May-16,Chrome OS,28
8-May-16,Nokia,18
8-May-16,Other,15
8-May-16,Blackberry,11
9-May-16,Microsoft Windows,20773
9-May-16,GNU/Linux,8154
9-May-16,Google Android,4604
9-May-16,Apple Macintosh,3510
9-May-16,Apple iOS,1690
9-May-16,Microsoft Windows Phone/Mobile,40
9-May-16,Chrome OS,38
9-May-16,Nokia,16
9-May-16,Blackberry,12
9-May-16,Other,10
10-May-16,Microsoft Windows,22412
10-May-16,GNU/Linux,8377
10-May-16,Google Android,4656
10-May-16,Apple Macintosh,3702
10-May-16,Apple iOS,1685
10-May-16,Microsoft Windows Phone/Mobile,53
10-May-16,Chrome OS,34
10-May-16,Other,22
10-May-16,Nokia,19
10-May-16,Blackberry,19
11-May-16,Microsoft Windows,21905
11-May-16,GNU/Linux,8948
11-May-16,Apple Macintosh,3651
11-May-16,Google Android,2911
11-May-16,Apple iOS,1880
11-May-16,Microsoft Windows Phone/Mobile,56
11-May-16,Chrome OS,41
11-May-16,Nokia,26
11-May-16,UNIX,16
11-May-16,Other,15
12-May-16,Microsoft Windows,20758
12-May-16,GNU/Linux,8439
12-May-16,Google Android,4516
12-May-16,Apple Macintosh,3425
12-May-16,Apple iOS,1888
12-May-16,Microsoft Windows Phone/Mobile,42
12-May-16,Chrome OS,37
12-May-16,Nokia,34
12-May-16,Blackberry,25
12-May-16,Other,16
13-May-16,Microsoft Windows,16217
13-May-16,GNU/Linux,6782
13-May-16,Google Android,3775
13-May-16,Apple Macintosh,2904
13-May-16,Apple iOS,1544
13-May-16,Microsoft Windows Phone/Mobile,44
13-May-16,Chrome OS,34
13-May-16,Nokia,21
13-May-16,UNIX,11
13-May-16,Blackberry,9
14-May-16,Microsoft Windows,6494
14-May-16,GNU/Linux,2520
14-May-16,Google Android,1737
14-May-16,Apple iOS,1345
14-May-16,Apple Macintosh,1105
14-May-16,Microsoft Windows Phone/Mobile,45
14-May-16,Chrome OS,29
14-May-16,Nokia,22
14-May-16,Other,14
14-May-16,Blackberry,13
15-May-16,Microsoft Windows,7829
15-May-16,GNU/Linux,2779
15-May-16,Google Android,1584
15-May-16,Apple Macintosh,1392
15-May-16,Apple iOS,1283
15-May-16,Microsoft Windows Phone/Mobile,42
15-May-16,Nokia,29
15-May-16,Chrome OS,25
15-May-16,Other,19
15-May-16,Blackberry,8
16-May-16,Microsoft Windows,18228
16-May-16,GNU/Linux,7507
16-May-16,Apple Macintosh,3279
16-May-16,Google Android,1715
16-May-16,Apple iOS,1508
16-May-16,Microsoft Windows Phone/Mobile,43
16-May-16,Chrome OS,32
16-May-16,Other,19
16-May-16,Nokia,15
16-May-16,Blackberry,15
17-May-16,Microsoft Windows,19812
17-May-16,GNU/Linux,7846
17-May-16,Apple Macintosh,3517
17-May-16,Google Android,1949
17-May-16,Apple iOS,1638
17-May-16,Microsoft Windows Phone/Mobile,39
17-May-16,Chrome OS,29
17-May-16,Nokia,17
17-May-16,Other,12
17-May-16,UNIX,10
18-May-16,Microsoft Windows,20214
18-May-16,GNU/Linux,7991
18-May-16,Apple Macintosh,3424
18-May-16,Google Android,1917
18-May-16,Apple iOS,1832
18-May-16,Microsoft Windows Phone/Mobile,54
18-May-16,Chrome OS,29
18-May-16,Nokia,26
18-May-16,Other,14
18-May-16,UNIX,12
