Date,Operating System Types,Visits
14-May-16,Blackberry,5
14-May-16,Microsoft Windows Phone/Mobile,4
14-May-16,Nokia,3
15-May-16,Google Android,1478
15-May-16,Microsoft Windows,1272
15-May-16,Apple iOS,555
15-May-16,GNU/Linux,424
15-May-16,Apple Macintosh,418
15-May-16,Chrome OS,11
15-May-16,Microsoft Windows Phone/Mobile,8
15-May-16,Other,7
15-May-16,Nokia,1
15-May-16,UNIX,1
16-May-16,Microsoft Windows,2318
16-May-16,Google Android,1374
16-May-16,GNU/Linux,658
16-May-16,Apple Macintosh,642
16-May-16,Apple iOS,438
16-May-16,Microsoft Windows Phone/Mobile,7
16-May-16,Blackberry,4
16-May-16,Chrome OS,3
16-May-16,Other,3
16-May-16,Nokia,1
17-May-16,Microsoft Windows,2705
17-May-16,Google Android,1376
17-May-16,GNU/Linux,779
17-May-16,Apple Macintosh,673
17-May-16,Apple iOS,414
17-May-16,Microsoft Windows Phone/Mobile,14
17-May-16,Blackberry,8
17-May-16,Other,5
17-May-16,Chrome OS,3
17-May-16,UNIX,1
18-May-16,Microsoft Windows,2974
18-May-16,Google Android,1458
18-May-16,GNU/Linux,751
18-May-16,Apple Macintosh,695
18-May-16,Apple iOS,404
18-May-16,Microsoft Windows Phone/Mobile,13
18-May-16,Blackberry,3
18-May-16,Chrome OS,1
18-May-16,UNIX,1
18-May-16,Other,1
