Date,Device,Visits
17-Apr-16,Desktop,79823
17-Apr-16,Mobile,11806
17-Apr-16,Tablet,2704
18-Apr-16,Desktop,231516
18-Apr-16,Mobile,14436
18-Apr-16,Tablet,2601
19-Apr-16,Desktop,245121
19-Apr-16,Mobile,18075
19-Apr-16,Tablet,3120
20-Apr-16,Desktop,236167
20-Apr-16,Mobile,17193
20-Apr-16,Tablet,2926
21-Apr-16,Desktop,227767
21-Apr-16,Mobile,15408
21-Apr-16,Tablet,2765
22-Apr-16,Desktop,192346
22-Apr-16,Mobile,13322
22-Apr-16,Tablet,2520
23-Apr-16,Desktop,75119
23-Apr-16,Mobile,13727
23-Apr-16,Tablet,3159
24-Apr-16,Desktop,82882
24-Apr-16,Mobile,11970
24-Apr-16,Tablet,2882
25-Apr-16,Desktop,230445
25-Apr-16,Mobile,14591
25-Apr-16,Tablet,2635
26-Apr-16,Desktop,242230
26-Apr-16,Mobile,15773
26-Apr-16,Tablet,2809
27-Apr-16,Desktop,236882
27-Apr-16,Mobile,16193
27-Apr-16,Tablet,2816
28-Apr-16,Desktop,230983
28-Apr-16,Mobile,16948
28-Apr-16,Tablet,2811
29-Apr-16,Desktop,193192
29-Apr-16,Mobile,15317
29-Apr-16,Tablet,2598
30-Apr-16,Desktop,69767
30-Apr-16,Mobile,13231
30-Apr-16,Tablet,2605
1-May-16,Desktop,74831
1-May-16,Mobile,13338
1-May-16,Tablet,2715
2-May-16,Desktop,198287
2-May-16,Mobile,16588
2-May-16,Tablet,2705
3-May-16,Desktop,220504
3-May-16,Mobile,17114
3-May-16,Tablet,2719
4-May-16,Desktop,223634
4-May-16,Mobile,17294
4-May-16,Tablet,2838
5-May-16,Desktop,197925
5-May-16,Mobile,15360
5-May-16,Tablet,2761
6-May-16,Desktop,180551
6-May-16,Mobile,15329
6-May-16,Tablet,3076
7-May-16,Desktop,69308
7-May-16,Mobile,13816
7-May-16,Tablet,3249
8-May-16,Desktop,81969
8-May-16,Mobile,13061
8-May-16,Tablet,2472
9-May-16,Desktop,234409
9-May-16,Mobile,18256
9-May-16,Tablet,2540
10-May-16,Desktop,247222
10-May-16,Mobile,19301
10-May-16,Tablet,2880
11-May-16,Desktop,244921
11-May-16,Mobile,20833
11-May-16,Tablet,3120
12-May-16,Desktop,236860
12-May-16,Mobile,21552
12-May-16,Tablet,3241
13-May-16,Desktop,193824
13-May-16,Mobile,16625
13-May-16,Tablet,2891
14-May-16,Desktop,69900
14-May-16,Mobile,12045
14-May-16,Tablet,3115
15-May-16,Desktop,84759
15-May-16,Mobile,11879
15-May-16,Tablet,3076
16-May-16,Desktop,206555
16-May-16,Mobile,14649
16-May-16,Tablet,2684
17-May-16,Desktop,233968
17-May-16,Mobile,16187
17-May-16,Tablet,2713
18-May-16,Desktop,232511
18-May-16,Mobile,15767
18-May-16,Tablet,2781
