Date,Operating System Types,Visits
6-May-16,Google Android,1966
6-May-16,Apple iOS,1340
6-May-16,Chrome OS,71
6-May-16,Other,37
6-May-16,Microsoft Windows Phone/Mobile,34
6-May-16,Nokia,33
6-May-16,Blackberry,21
7-May-16,Microsoft Windows,6314
7-May-16,GNU/Linux,2672
7-May-16,Google Android,1857
7-May-16,Apple Macintosh,1547
7-May-16,Apple iOS,1200
7-May-16,Microsoft Windows Phone/Mobile,40
7-May-16,Chrome OS,34
7-May-16,Other,29
7-May-16,Nokia,23
7-May-16,Blackberry,23
8-May-16,Microsoft Windows,6132
8-May-16,GNU/Linux,2682
8-May-16,Apple Macintosh,1665
8-May-16,Google Android,1636
8-May-16,Apple iOS,1026
8-May-16,Chrome OS,56
8-May-16,Other,43
8-May-16,Microsoft Windows Phone/Mobile,28
8-May-16,Nokia,25
8-May-16,Blackberry,12
9-May-16,Microsoft Windows,12289
9-May-16,GNU/Linux,3818
9-May-16,Apple Macintosh,2902
9-May-16,Google Android,2275
9-May-16,Apple iOS,1359
9-May-16,Chrome OS,66
9-May-16,Nokia,49
9-May-16,Microsoft Windows Phone/Mobile,41
9-May-16,Other,38
9-May-16,Blackberry,18
10-May-16,Microsoft Windows,13221
10-May-16,GNU/Linux,4317
10-May-16,Apple Macintosh,3148
10-May-16,Google Android,2455
10-May-16,Apple iOS,1606
10-May-16,Chrome OS,62
10-May-16,Microsoft Windows Phone/Mobile,59
10-May-16,Other,47
10-May-16,Nokia,33
10-May-16,Blackberry,28
11-May-16,Microsoft Windows,12444
11-May-16,GNU/Linux,3932
11-May-16,Apple Macintosh,2931
11-May-16,Google Android,2072
11-May-16,Apple iOS,1363
11-May-16,Chrome OS,60
11-May-16,Microsoft Windows Phone/Mobile,46
11-May-16,Nokia,45
11-May-16,Blackberry,30
11-May-16,Other,28
12-May-16,Microsoft Windows,11788
12-May-16,GNU/Linux,3802
12-May-16,Apple Macintosh,2733
12-May-16,Google Android,2061
12-May-16,Apple iOS,1190
12-May-16,Chrome OS,83
12-May-16,Nokia,35
12-May-16,Microsoft Windows Phone/Mobile,34
12-May-16,Other,29
12-May-16,Blackberry,18
13-May-16,Microsoft Windows,10156
13-May-16,GNU/Linux,3468
13-May-16,Apple Macintosh,2412
13-May-16,Google Android,1904
13-May-16,Apple iOS,1160
13-May-16,Chrome OS,60
13-May-16,Nokia,43
13-May-16,Microsoft Windows Phone/Mobile,36
13-May-16,Other,36
13-May-16,UNIX,13
14-May-16,Microsoft Windows,5830
14-May-16,GNU/Linux,2754
14-May-16,Google Android,1803
14-May-16,Apple Macintosh,1657
14-May-16,Apple iOS,1148
14-May-16,Nokia,40
14-May-16,Chrome OS,37
14-May-16,Microsoft Windows Phone/Mobile,37
14-May-16,Other,30
14-May-16,Blackberry,16
15-May-16,Microsoft Windows,6715
15-May-16,GNU/Linux,2688
15-May-16,Google Android,1939
15-May-16,Apple Macintosh,1815
15-May-16,Apple iOS,1239
15-May-16,Chrome OS,43
15-May-16,Microsoft Windows Phone/Mobile,43
15-May-16,Nokia,27
15-May-16,Other,22
15-May-16,Blackberry,16
16-May-16,Microsoft Windows,11302
16-May-16,GNU/Linux,3233
16-May-16,Apple Macintosh,2924
16-May-16,Google Android,1928
16-May-16,Apple iOS,1266
16-May-16,Chrome OS,67
16-May-16,Microsoft Windows Phone/Mobile,47
16-May-16,Nokia,39
16-May-16,Blackberry,26
16-May-16,Other,26
17-May-16,Microsoft Windows,13246
17-May-16,GNU/Linux,4061
17-May-16,Apple Macintosh,3155
17-May-16,Google Android,2165
17-May-16,Apple iOS,1611
17-May-16,Chrome OS,82
17-May-16,Microsoft Windows Phone/Mobile,52
17-May-16,Other,38
17-May-16,Nokia,35
17-May-16,Blackberry,23
18-May-16,Microsoft Windows,12325
18-May-16,GNU/Linux,3844
18-May-16,Apple Macintosh,2870
18-May-16,Google Android,2004
18-May-16,Apple iOS,1431
18-May-16,Chrome OS,67
18-May-16,Microsoft Windows Phone/Mobile,49
18-May-16,Other,41
18-May-16,Nokia,37
18-May-16,Blackberry,22
